# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;Широко усмихнато лице;лице|ухилване|широка усмивка|Широко усмихнато лице
👨‍👨‍👧;семейство: мъж, мъж, момиче;баща|дете|майка|момиче|мъж|семейство|семейство: мъж, мъж, момиче
👨‍👨‍👧‍👦;семейство: мъж, мъж, момиче, момче;баща|дете|майка|момиче|момче|мъж|семейство|семейство: мъж, мъж, момиче, момче
👨‍👨‍👦‍👦;семейство: мъж, мъж, момче, момче;баща|дете|майка|момче|мъж|семейство|семейство: мъж, мъж, момче, момче
👨‍👨‍👧‍👧;семейство: мъж, мъж, момиче, момиче;баща|дете|майка|момиче|мъж|семейство|семейство: мъж, мъж, момиче, момиче
👩‍👩‍👦;семейство: жена, жена, момче;баща|дете|жена|майка|момче|семейство|семейство: жена, жена, момче
👩‍👩‍👧;семейство: жена, жена, момиче;баща|дете|жена|майка|момиче|семейство|семейство: жена, жена, момиче
👩‍👩‍👧‍👦;семейство: жена, жена, момиче, момче;баща|дете|жена|майка|момиче|момче|семейство|семейство: жена, жена, момиче, момче
👩‍👩‍👦‍👦;семейство: жена, жена, момче, момче;баща|дете|жена|майка|момче|семейство|семейство: жена, жена, момче, момче
👩‍👩‍👧‍👧;семейство: жена, жена, момиче, момиче;баща|дете|жена|майка|момиче|семейство|семейство: жена, жена, момиче, момиче
👨‍👦;семейство: мъж и момче;баща|дете|майка|момче|мъж|семейство|семейство: мъж и момче
👨‍👦‍👦;семейство: мъж, момче, момче;баща|дете|майка|момче|мъж|семейство|семейство: мъж, момче, момче
👨‍👧;семейство: мъж и момиче;баща|дете|майка|момиче|мъж|семейство|семейство: мъж и момиче
👨‍👧‍👦;семейство: мъж, момиче, момче;баща|дете|майка|момиче|момче|мъж|семейство|семейство: мъж, момиче, момче
👨‍👧‍👧;семейство: мъж, момиче, момиче;баща|дете|майка|момиче|мъж|семейство|семейство: мъж, момиче, момиче
👩‍👦;семейство: жена и момче;баща|дете|жена|майка|момче|семейство|семейство: жена и момче
