[smileys_emotion]
😀;mặt cười toe toét;cười toe toét|mặt|mặt cười toe toét
	🤌🏾;ngón tay khum lại: màu da tối trung bình;cử chỉ tay|khum lại|màu da tối trung bình|mỉa mai|ngón tay|ngón tay khum lại|ngón tay khum lại: màu da tối trung bình|thẩm vấn
	🤌🏿;ngón tay khum lại: màu da tối;cử chỉ tay|khum lại|màu da tối|mỉa mai|ngón tay|ngón tay khum lại|ngón tay khum lại: màu da tối|thẩm vấn
🤏;tay chụm;số lượng nhỏ|tay chụm
	🤏🏻;tay chụm: màu da sáng;màu da sáng|số lượng nhỏ|tay chụm|tay chụm: màu da sáng
	🤏🏼;tay chụm: màu da sáng trung bình;màu da sáng trung bình|số lượng nhỏ|tay chụm|tay chụm: màu da sáng trung bình
	🤏🏽;tay chụm: màu da trung bình;màu da trung bình|số lượng nhỏ|tay chụm|tay chụm: màu da trung bình
	🤏🏾;tay chụm: màu da tối trung bình;màu da tối trung bình|số lượng nhỏ|tay chụm|tay chụm: màu da tối trung bình
	🤏🏿;tay chụm: màu da tối;màu da tối|số lượng nhỏ|tay chụm|tay chụm: màu da tối
✌️;tay chiến thắng;chiến thắng|tay|tay chiến thắng|v
	✌🏻;tay chiến thắng: màu da sáng;chiến thắng|màu da sáng|tay|tay chiến thắng|tay chiến thắng: màu da sáng|v
	✌🏼;tay chiến thắng: màu da sáng trung bình;chiến thắng|màu da sáng trung bình|tay|tay chiến thắng|tay chiến thắng: màu da sáng trung bình|v
	✌🏽;tay chiến thắng: màu da trung bình;chiến thắng|màu da trung bình|tay|tay chiến thắng|tay chiến thắng: màu da trung bình|v
	✌🏾;tay chiến thắng: màu da tối trung bình;chiến thắng|màu da tối trung bình|tay|tay chiến thắng|tay chiến thắng: màu da tối trung bình|v
	✌🏿;tay chiến thắng: màu da tối;chiến thắng|màu da tối|tay|tay chiến thắng|tay chiến thắng: màu da tối|v
🤞;hai ngón tay bắt chéo;bàn tay|chéo|hai ngón tay bắt chéo|may mắn|ngón tay
	🤞🏻;hai ngón tay bắt chéo: màu da sáng;bàn tay|chéo|hai ngón tay bắt chéo|hai ngón tay bắt chéo: màu da sáng|màu da sáng|may mắn|ngón tay
	🤞🏼;hai ngón tay bắt chéo: màu da sáng trung bình;bàn tay|chéo|hai ngón tay bắt chéo|hai ngón tay bắt chéo: màu da sáng trung bình|màu da sáng trung bình|may mắn|ngón tay
	🤞🏽;hai ngón tay bắt chéo: màu da trung bình;bàn tay|chéo|hai ngón tay bắt chéo|hai ngón tay bắt chéo: màu da trung bình|màu da trung bình|may mắn|ngón tay
	🤞🏾;hai ngón tay bắt chéo: màu da tối trung bình;bàn tay|chéo|hai ngón tay bắt chéo|hai ngón tay bắt chéo: màu da tối trung bình|màu da tối trung bình|may mắn|ngón tay
	🤞🏿;hai ngón tay bắt chéo: màu da tối;bàn tay|chéo|hai ngón tay bắt chéo|hai ngón tay bắt chéo: màu da tối|màu da tối|may mắn|ngón tay
🫰;bàn tay với ngón trỏ và ngón cái bắt chéo;bàn tay với ngón trỏ và ngón cái bắt chéo|búng tay|đắt tiền|tiền bạc|tình yêu|trái tim
	🫰🏻;bàn tay với ngón trỏ và ngón cái bắt chéo: màu da sáng;bàn tay với ngón trỏ và ngón cái bắt chéo|bàn tay với ngón trỏ và ngón cái bắt chéo: màu da sáng|búng tay|đắt tiền|màu da sáng|tiền bạc|tình yêu|trái tim
	🫰🏼;bàn tay với ngón trỏ và ngón cái bắt chéo: màu da sáng trung bình;bàn tay với ngón trỏ và ngón cái bắt chéo|bàn tay với ngón trỏ và ngón cái bắt chéo: màu da sáng trung bình|búng tay|đắt tiền|màu da sáng trung bình|tiền bạc|tình yêu|trái tim
	🫰🏽;bàn tay với ngón trỏ và ngón cái bắt chéo: màu da trung bình;bàn tay với ngón trỏ và ngón cái bắt chéo|bàn tay với ngón trỏ và ngón cái bắt chéo: màu da trung bình|búng tay|đắt tiền|màu da trung bình|tiền bạc|tình yêu|trái tim
	🫰🏾;bàn tay với ngón trỏ và ngón cái bắt chéo: màu da tối trung bình;bàn tay với ngón trỏ và ngón cái bắt chéo|bàn tay với ngón trỏ và ngón cái bắt chéo: màu da tối trung bình|búng tay|đắt tiền|màu da tối trung bình|tiền bạc|tình yêu|trái tim
	🫰🏿;bàn tay với ngón trỏ và ngón cái bắt chéo: màu da tối;bàn tay với ngón trỏ và ngón cái bắt chéo|bàn tay với ngón trỏ và ngón cái bắt chéo: màu da tối|búng tay|đắt tiền|màu da tối|tiền bạc|tình yêu|trái tim
🤟;cử chỉ yêu nhau;anh yêu em|cử chỉ yêu nhau|tay
	🤟🏻;cử chỉ yêu nhau: màu da sáng;anh yêu em|cử chỉ yêu nhau|cử chỉ yêu nhau: màu da sáng|màu da sáng|tay
	🤟🏼;cử chỉ yêu nhau: màu da sáng trung bình;anh yêu em|cử chỉ yêu nhau|cử chỉ yêu nhau: màu da sáng trung bình|màu da sáng trung bình|tay
	🤟🏽;cử chỉ yêu nhau: màu da trung bình;anh yêu em|cử chỉ yêu nhau|cử chỉ yêu nhau: màu da trung bình|màu da trung bình|tay
	🤟🏾;cử chỉ yêu nhau: màu da tối trung bình;anh yêu em|cử chỉ yêu nhau|cử chỉ yêu nhau: màu da tối trung bình|màu da tối trung bình|tay
	🤟🏿;cử chỉ yêu nhau: màu da tối;anh yêu em|cử chỉ yêu nhau|cử chỉ yêu nhau: màu da tối|màu da tối|tay
🤘;ký hiệu cặp sừng;ký hiệu cặp sừng|ngón tay|sừng|tay|tuyệt vời
	🤘🏻;ký hiệu cặp sừng: màu da sáng;ký hiệu cặp sừng|ký hiệu cặp sừng: màu da sáng|màu da sáng|ngón tay|sừng|tay|tuyệt vời
	🤘🏼;ký hiệu cặp sừng: màu da sáng trung bình;ký hiệu cặp sừng|ký hiệu cặp sừng: màu da sáng trung bình|màu da sáng trung bình|ngón tay|sừng|tay|tuyệt vời
	🤘🏽;ký hiệu cặp sừng: màu da trung bình;ký hiệu cặp sừng|ký hiệu cặp sừng: màu da trung bình|màu da trung bình|ngón tay|sừng|tay|tuyệt vời
	🤘🏾;ký hiệu cặp sừng: màu da tối trung bình;ký hiệu cặp sừng|ký hiệu cặp sừng: màu da tối trung bình|màu da tối trung bình|ngón tay|sừng|tay|tuyệt vời
	🤘🏿;ký hiệu cặp sừng: màu da tối;ký hiệu cặp sừng|ký hiệu cặp sừng: màu da tối|màu da tối|ngón tay|sừng|tay|tuyệt vời
🤙;bàn tay gọi cho tôi;bàn tay|bàn tay gọi cho tôi|gọi điện
	🤙🏻;bàn tay gọi cho tôi: màu da sáng;bàn tay|bàn tay gọi cho tôi|bàn tay gọi cho tôi: màu da sáng|gọi điện|màu da sáng
	🤙🏼;bàn tay gọi cho tôi: màu da sáng trung bình;bàn tay|bàn tay gọi cho tôi|bàn tay gọi cho tôi: màu da sáng trung bình|gọi điện|màu da sáng trung bình
	🤙🏽;bàn tay gọi cho tôi: màu da trung bình;bàn tay|bàn tay gọi cho tôi|bàn tay gọi cho tôi: màu da trung bình|gọi điện|màu da trung bình
	🤙🏾;bàn tay gọi cho tôi: màu da tối trung bình;bàn tay|bàn tay gọi cho tôi|bàn tay gọi cho tôi: màu da tối trung bình|gọi điện|màu da tối trung bình
	🤙🏿;bàn tay gọi cho tôi: màu da tối;bàn tay|bàn tay gọi cho tôi|bàn tay gọi cho tôi: màu da tối|gọi điện|màu da tối
👈;ngón trỏ trái chỉ sang trái;chỉ|mu bàn tay|ngón tay|ngón trỏ|ngón trỏ trái chỉ sang trái|tay
	👈🏻;ngón trỏ trái chỉ sang trái: màu da sáng;chỉ|màu da sáng|mu bàn tay|ngón tay|ngón trỏ|ngón trỏ trái chỉ sang trái|ngón trỏ trái chỉ sang trái: màu da sáng|tay
	👈🏼;ngón trỏ trái chỉ sang trái: màu da sáng trung bình;chỉ|màu da sáng trung bình|mu bàn tay|ngón tay|ngón trỏ|ngón trỏ trái chỉ sang trái|ngón trỏ trái chỉ sang trái: màu da sáng trung bình|tay
	👈🏽;ngón trỏ trái chỉ sang trái: màu da trung bình;chỉ|màu da trung bình|mu bàn tay|ngón tay|ngón trỏ|ngón trỏ trái chỉ sang trái|ngón trỏ trái chỉ sang trái: màu da trung bình|tay
	👈🏾;ngón trỏ trái chỉ sang trái: màu da tối trung bình;chỉ|màu da tối trung bình|mu bàn tay|ngón tay|ngón trỏ|ngón trỏ trái chỉ sang trái|ngón trỏ trái chỉ sang trái: màu da tối trung bình|tay
	👈🏿;ngón trỏ trái chỉ sang trái: màu da tối;chỉ|màu da tối|mu bàn tay|ngón tay|ngón trỏ|ngón trỏ trái chỉ sang trái|ngón trỏ trái chỉ sang trái: màu da tối|tay
👉;ngón trỏ trái chỉ sang phải;chỉ|mu bàn tay|ngón tay|ngón trỏ|ngón trỏ trái chỉ sang phải|tay
	👉🏻;ngón trỏ trái chỉ sang phải: màu da sáng;chỉ|màu da sáng|mu bàn tay|ngón tay|ngón trỏ|ngón trỏ trái chỉ sang phải|ngón trỏ trái chỉ sang phải: màu da sáng|tay
	👉🏼;ngón trỏ trái chỉ sang phải: màu da sáng trung bình;chỉ|màu da sáng trung bình|mu bàn tay|ngón tay|ngón trỏ|ngón trỏ trái chỉ sang phải|ngón trỏ trái chỉ sang phải: màu da sáng trung bình|tay
	👉🏽;ngón trỏ trái chỉ sang phải: màu da trung bình;chỉ|màu da trung bình|mu bàn tay|ngón tay|ngón trỏ|ngón trỏ trái chỉ sang phải|ngón trỏ trái chỉ sang phải: màu da trung bình|tay
	👉🏾;ngón trỏ trái chỉ sang phải: màu da tối trung bình;chỉ|màu da tối trung bình|mu bàn tay|ngón tay|ngón trỏ|ngón trỏ trái chỉ sang phải|ngón trỏ trái chỉ sang phải: màu da tối trung bình|tay
	👉🏿;ngón trỏ trái chỉ sang phải: màu da tối;chỉ|màu da tối|mu bàn tay|ngón tay|ngón trỏ|ngón trỏ trái chỉ sang phải|ngón trỏ trái chỉ sang phải: màu da tối|tay
👆;ngón trỏ trái chỉ lên;chỉ|lên|ngón tay|ngón trỏ trái chỉ lên|tay|tay trái
	👆🏻;ngón trỏ trái chỉ lên: màu da sáng;chỉ|lên|màu da sáng|ngón tay|ngón trỏ trái chỉ lên|ngón trỏ trái chỉ lên: màu da sáng|tay|tay trái
	👆🏼;ngón trỏ trái chỉ lên: màu da sáng trung bình;chỉ|lên|màu da sáng trung bình|ngón tay|ngón trỏ trái chỉ lên|ngón trỏ trái chỉ lên: màu da sáng trung bình|tay|tay trái
	👆🏽;ngón trỏ trái chỉ lên: màu da trung bình;chỉ|lên|màu da trung bình|ngón tay|ngón trỏ trái chỉ lên|ngón trỏ trái chỉ lên: màu da trung bình|tay|tay trái
	👆🏾;ngón trỏ trái chỉ lên: màu da tối trung bình;chỉ|lên|màu da tối trung bình|ngón tay|ngón trỏ trái chỉ lên|ngón trỏ trái chỉ lên: màu da tối trung bình|tay|tay trái
	👆🏿;ngón trỏ trái chỉ lên: màu da tối;chỉ|lên|màu da tối|ngón tay|ngón trỏ trái chỉ lên|ngón trỏ trái chỉ lên: màu da tối|tay|tay trái
🖕;ngón giữa;ngón giữa|ngón tay|tay
	🖕🏻;ngón giữa: màu da sáng;màu da sáng|ngón giữa|ngón giữa: màu da sáng|ngón tay|tay
	🖕🏼;ngón giữa: màu da sáng trung bình;màu da sáng trung bình|ngón giữa|ngón giữa: màu da sáng trung bình|ngón tay|tay
	🖕🏽;ngón giữa: màu da trung bình;màu da trung bình|ngón giữa|ngón giữa: màu da trung bình|ngón tay|tay
	🖕🏾;ngón giữa: màu da tối trung bình;màu da tối trung bình|ngón giữa|ngón giữa: màu da tối trung bình|ngón tay|tay
	🖕🏿;ngón giữa: màu da tối;màu da tối|ngón giữa|ngón giữa: màu da tối|ngón tay|tay
👇;ngón trỏ trái chỉ xuống;mu bàn tay|ngón tay|ngón trỏ|ngón trỏ trái chỉ xuống|tay|trỏ
	👇🏻;ngón trỏ trái chỉ xuống: màu da sáng;màu da sáng|mu bàn tay|ngón tay|ngón trỏ|ngón trỏ trái chỉ xuống|ngón trỏ trái chỉ xuống: màu da sáng|tay|trỏ
	👇🏼;ngón trỏ trái chỉ xuống: màu da sáng trung bình;màu da sáng trung bình|mu bàn tay|ngón tay|ngón trỏ|ngón trỏ trái chỉ xuống|ngón trỏ trái chỉ xuống: màu da sáng trung bình|tay|trỏ
	👇🏽;ngón trỏ trái chỉ xuống: màu da trung bình;màu da trung bình|mu bàn tay|ngón tay|ngón trỏ|ngón trỏ trái chỉ xuống|ngón trỏ trái chỉ xuống: màu da trung bình|tay|trỏ
	👇🏾;ngón trỏ trái chỉ xuống: màu da tối trung bình;màu da tối trung bình|mu bàn tay|ngón tay|ngón trỏ|ngón trỏ trái chỉ xuống|ngón trỏ trái chỉ xuống: màu da tối trung bình|tay|trỏ
	👇🏿;ngón trỏ trái chỉ xuống: màu da tối;màu da tối|mu bàn tay|ngón tay|ngón trỏ|ngón trỏ trái chỉ xuống|ngón trỏ trái chỉ xuống: màu da tối|tay|trỏ
☝️;ngón trỏ chỉ lên trên;chỉ|lên|ngón tay|ngón trỏ|ngón trỏ chỉ lên trên|tay
	☝🏻;ngón trỏ chỉ lên trên: màu da sáng;chỉ|lên|màu da sáng|ngón tay|ngón trỏ|ngón trỏ chỉ lên trên|ngón trỏ chỉ lên trên: màu da sáng|tay
	☝🏼;ngón trỏ chỉ lên trên: màu da sáng trung bình;chỉ|lên|màu da sáng trung bình|ngón tay|ngón trỏ|ngón trỏ chỉ lên trên|ngón trỏ chỉ lên trên: màu da sáng trung bình|tay
	☝🏽;ngón trỏ chỉ lên trên: màu da trung bình;chỉ|lên|màu da trung bình|ngón tay|ngón trỏ|ngón trỏ chỉ lên trên|ngón trỏ chỉ lên trên: màu da trung bình|tay
	☝🏾;ngón trỏ chỉ lên trên: màu da tối trung bình;chỉ|lên|màu da tối trung bình|ngón tay|ngón trỏ|ngón trỏ chỉ lên trên|ngón trỏ chỉ lên trên: màu da tối trung bình|tay
	☝🏿;ngón trỏ chỉ lên trên: màu da tối;chỉ|lên|màu da tối|ngón tay|ngón trỏ|ngón trỏ chỉ lên trên|ngón trỏ chỉ lên trên: màu da tối|tay
🫵;ngón trỏ chỉ vào người xem;bạn|ngón trỏ chỉ vào người xem|trỏ
	🫵🏻;ngón trỏ chỉ vào người xem: màu da sáng;bạn|màu da sáng|ngón trỏ chỉ vào người xem|ngón trỏ chỉ vào người xem: màu da sáng|trỏ
	🫵🏼;ngón trỏ chỉ vào người xem: màu da sáng trung bình;bạn|màu da sáng trung bình|ngón trỏ chỉ vào người xem|ngón trỏ chỉ vào người xem: màu da sáng trung bình|trỏ
	🫵🏽;ngón trỏ chỉ vào người xem: màu da trung bình;bạn|màu da trung bình|ngón trỏ chỉ vào người xem|ngón trỏ chỉ vào người xem: màu da trung bình|trỏ
	🫵🏾;ngón trỏ chỉ vào người xem: màu da tối trung bình;bạn|màu da tối trung bình|ngón trỏ chỉ vào người xem|ngón trỏ chỉ vào người xem: màu da tối trung bình|trỏ
	🫵🏿;ngón trỏ chỉ vào người xem: màu da tối;bạn|màu da tối|ngón trỏ chỉ vào người xem|ngón trỏ chỉ vào người xem: màu da tối|trỏ
👍;dấu ra hiệu đồng ý;+1|dấu ra hiệu đồng ý|lên|ngón tay cái|tay
	👍🏻;dấu ra hiệu đồng ý: màu da sáng;+1|dấu ra hiệu đồng ý|dấu ra hiệu đồng ý: màu da sáng|lên|màu da sáng|ngón tay cái|tay
	👍🏼;dấu ra hiệu đồng ý: màu da sáng trung bình;+1|dấu ra hiệu đồng ý|dấu ra hiệu đồng ý: màu da sáng trung bình|lên|màu da sáng trung bình|ngón tay cái|tay
	👍🏽;dấu ra hiệu đồng ý: màu da trung bình;+1|dấu ra hiệu đồng ý|dấu ra hiệu đồng ý: màu da trung bình|lên|màu da trung bình|ngón tay cái|tay
	👍🏾;dấu ra hiệu đồng ý: màu da tối trung bình;+1|dấu ra hiệu đồng ý|dấu ra hiệu đồng ý: màu da tối trung bình|lên|màu da tối trung bình|ngón tay cái|tay
	👍🏿;dấu ra hiệu đồng ý: màu da tối;+1|dấu ra hiệu đồng ý|dấu ra hiệu đồng ý: màu da tối|lên|màu da tối|ngón tay cái|tay
👎;dấu ra hiệu từ chối;-1|dấu ra hiệu từ chối|ngón tay cái|tay|xuống
	👎🏻;dấu ra hiệu từ chối: màu da sáng;-1|dấu ra hiệu từ chối|dấu ra hiệu từ chối: màu da sáng|màu da sáng|ngón tay cái|tay|xuống
	👎🏼;dấu ra hiệu từ chối: màu da sáng trung bình;-1|dấu ra hiệu từ chối|dấu ra hiệu từ chối: màu da sáng trung bình|màu da sáng trung bình|ngón tay cái|tay|xuống
	👎🏽;dấu ra hiệu từ chối: màu da trung bình;-1|dấu ra hiệu từ chối|dấu ra hiệu từ chối: màu da trung bình|màu da trung bình|ngón tay cái|tay|xuống
	👎🏾;dấu ra hiệu từ chối: màu da tối trung bình;-1|dấu ra hiệu từ chối|dấu ra hiệu từ chối: màu da tối trung bình|màu da tối trung bình|ngón tay cái|tay|xuống
	👎🏿;dấu ra hiệu từ chối: màu da tối;-1|dấu ra hiệu từ chối|dấu ra hiệu từ chối: màu da tối|màu da tối|ngón tay cái|tay|xuống
✊;nắm đấm giơ lên;cú đấm|nắm đấm giơ lên|nắm tay|siết chặt|tay
	✊🏻;nắm đấm giơ lên: màu da sáng;cú đấm|màu da sáng|nắm đấm giơ lên|nắm đấm giơ lên: màu da sáng|nắm tay|siết chặt|tay
	✊🏼;nắm đấm giơ lên: màu da sáng trung bình;cú đấm|màu da sáng trung bình|nắm đấm giơ lên|nắm đấm giơ lên: màu da sáng trung bình|nắm tay|siết chặt|tay
	✊🏽;nắm đấm giơ lên: màu da trung bình;cú đấm|màu da trung bình|nắm đấm giơ lên|nắm đấm giơ lên: màu da trung bình|nắm tay|siết chặt|tay
	✊🏾;nắm đấm giơ lên: màu da tối trung bình;cú đấm|màu da tối trung bình|nắm đấm giơ lên|nắm đấm giơ lên: màu da tối trung bình|nắm tay|siết chặt|tay
	✊🏿;nắm đấm giơ lên: màu da tối;cú đấm|màu da tối|nắm đấm giơ lên|nắm đấm giơ lên: màu da tối|nắm tay|siết chặt|tay
👊;nắm đấm;cú đấm|nắm đấm|nắm tay|siết chặt|tay
	👊🏻;nắm đấm: màu da sáng;cú đấm|màu da sáng|nắm đấm|nắm đấm: màu da sáng|nắm tay|siết chặt|tay
